,mapping_framework,mapping_framework_version,capability_group,capability_id,capability_description,mapping_type,attack_object_id,attack_object_name,attack_version,technology_domain,score_category,score_value,related_score,references,comments,organization,creation_date,last_update
53,kev,02/13/2025,Code Execution,CVE-2021-34473,Microsoft Exchange Server Remote Code Execution Vulnerability,secondary_impact,T1486,Data Encrypted for Impact,15.1,enterprise,,,,"['https://www.darkreading.com/cyberattacks-data-breaches/attackers-now-exploiting-proxyshell-exchange-server-flaws-for-business-email-compromise', 'https://thehackernews.com/2024/05/ms-exchange-server-flaws-exploited-to.html', 'https://www.cisa.gov/news-events/cybersecurity-advisories/aa21-321a']",CVE-2021-34473 is a part of the ProxyShell vulnerabilities in Microsoft Exchange and CVE-2021-34473 is a code execution vulnerability that requires no user action or privileges to exploit. ,,09/10/2024,02/11/2025
54,kev,02/13/2025,Code Execution,CVE-2021-34473,Microsoft Exchange Server Remote Code Execution Vulnerability,secondary_impact,T1048.003,Exfiltration Over Unencrypted Non-C2 Protocol,15.1,enterprise,,,,"['https://www.darkreading.com/cyberattacks-data-breaches/attackers-now-exploiting-proxyshell-exchange-server-flaws-for-business-email-compromise', 'https://thehackernews.com/2024/05/ms-exchange-server-flaws-exploited-to.html', 'https://www.cisa.gov/news-events/cybersecurity-advisories/aa21-321a']",CVE-2021-34473 is a part of the ProxyShell vulnerabilities in Microsoft Exchange and CVE-2021-34473 is a code execution vulnerability that requires no user action or privileges to exploit. ,,09/10/2024,02/11/2025
55,kev,02/13/2025,Code Execution,CVE-2021-34473,Microsoft Exchange Server Remote Code Execution Vulnerability,secondary_impact,T1136,Create Account,15.1,enterprise,,,,"['https://www.darkreading.com/cyberattacks-data-breaches/attackers-now-exploiting-proxyshell-exchange-server-flaws-for-business-email-compromise', 'https://thehackernews.com/2024/05/ms-exchange-server-flaws-exploited-to.html', 'https://www.cisa.gov/news-events/cybersecurity-advisories/aa21-321a']",CVE-2021-34473 is a part of the ProxyShell vulnerabilities in Microsoft Exchange and CVE-2021-34473 is a code execution vulnerability that requires no user action or privileges to exploit. ,,09/10/2024,02/11/2025
56,kev,02/13/2025,Code Execution,CVE-2021-34473,Microsoft Exchange Server Remote Code Execution Vulnerability,primary_impact,T1053.005,Scheduled Task,15.1,enterprise,,,,"['https://www.darkreading.com/cyberattacks-data-breaches/attackers-now-exploiting-proxyshell-exchange-server-flaws-for-business-email-compromise', 'https://thehackernews.com/2024/05/ms-exchange-server-flaws-exploited-to.html', 'https://www.cisa.gov/news-events/cybersecurity-advisories/aa21-321a']",CVE-2021-34473 is a part of the ProxyShell vulnerabilities in Microsoft Exchange and CVE-2021-34473 is a code execution vulnerability that requires no user action or privileges to exploit. ,,09/10/2024,02/11/2025
57,kev,02/13/2025,Code Execution,CVE-2021-34473,Microsoft Exchange Server Remote Code Execution Vulnerability,exploitation_technique,T1190,Exploit Public-Facing Application,15.1,enterprise,,,,['https://cloud.google.com/blog/topics/threat-intelligence/pst-want-shell-proxyshell-exploiting-microsoft-exchange-servers'],"This is a remote code execution vulnerability that is often chained with CVE-2021-34523, a privilege escalation vulnerability.",,09/10/2024,02/11/2025
58,kev,02/13/2025,Privilege Escalation,CVE-2021-34523,Microsoft Exchange Server Privilege Escalation Vulnerability,exploitation_technique,T1190,Exploit Public-Facing Application,15.1,enterprise,,,,['https://cloud.google.com/blog/topics/threat-intelligence/pst-want-shell-proxyshell-exploiting-microsoft-exchange-servers'],"This privilege escalation vulnerability can be exploited by sending a specially crafted HTTP request to the exchange server, is it often chained together with CVE-2021-34473, a remote code execution vulnerability.",,09/10/2024,02/11/2025
59,kev,02/13/2025,Authentication Bypass,CVE-2021-40539,Zoho ManageEngine ADSelfService Plus Authentication Bypass Vulnerability,secondary_impact,T1573.001,Symmetric Cryptography,15.1,enterprise,,,,['https://www.cisa.gov/news-events/cybersecurity-advisories/aa21-259a'],"This is an authentication bypass vulnerability that can enable remote code execution. 

Numerous post-exploitation impacts by threat actors are detailed in the referenced CISA report.",,09/10/2024,02/11/2025
60,kev,02/13/2025,Authentication Bypass,CVE-2021-40539,Zoho ManageEngine ADSelfService Plus Authentication Bypass Vulnerability,secondary_impact,T1560.001,Archive via Utility,15.1,enterprise,,,,['https://www.cisa.gov/news-events/cybersecurity-advisories/aa21-259a'],"This is an authentication bypass vulnerability that can enable remote code execution. 

Numerous post-exploitation impacts by threat actors are detailed in the referenced CISA report.",,09/10/2024,02/11/2025
61,kev,02/13/2025,Authentication Bypass,CVE-2021-40539,Zoho ManageEngine ADSelfService Plus Authentication Bypass Vulnerability,secondary_impact,T1087.002,Domain Account,15.1,enterprise,,,,['https://www.cisa.gov/news-events/cybersecurity-advisories/aa21-259a'],"This is an authentication bypass vulnerability that can enable remote code execution. 

Numerous post-exploitation impacts by threat actors are detailed in the referenced CISA report.",,09/10/2024,02/11/2025
62,kev,02/13/2025,Authentication Bypass,CVE-2021-40539,Zoho ManageEngine ADSelfService Plus Authentication Bypass Vulnerability,secondary_impact,T1070.004,File Deletion,15.1,enterprise,,,,['https://www.cisa.gov/news-events/cybersecurity-advisories/aa21-259a'],"This is an authentication bypass vulnerability that can enable remote code execution. 

Numerous post-exploitation impacts by threat actors are detailed in the referenced CISA report.",,09/10/2024,02/11/2025
63,kev,02/13/2025,Authentication Bypass,CVE-2021-40539,Zoho ManageEngine ADSelfService Plus Authentication Bypass Vulnerability,secondary_impact,T1047,Windows Management Instrumentation,15.1,enterprise,,,,['https://www.cisa.gov/news-events/cybersecurity-advisories/aa21-259a'],"This is an authentication bypass vulnerability that can enable remote code execution. 

Numerous post-exploitation impacts by threat actors are detailed in the referenced CISA report.",,09/10/2024,02/11/2025
64,kev,02/13/2025,Authentication Bypass,CVE-2021-40539,Zoho ManageEngine ADSelfService Plus Authentication Bypass Vulnerability,secondary_impact,T1003.003,NTDS,15.1,enterprise,,,,['https://www.cisa.gov/news-events/cybersecurity-advisories/aa21-259a'],"This is an authentication bypass vulnerability that can enable remote code execution. 

Numerous post-exploitation impacts by threat actors are detailed in the referenced CISA report.",,09/10/2024,02/11/2025
65,kev,02/13/2025,Authentication Bypass,CVE-2021-40539,Zoho ManageEngine ADSelfService Plus Authentication Bypass Vulnerability,secondary_impact,T1136,Create Account,15.1,enterprise,,,,['https://www.cisa.gov/news-events/cybersecurity-advisories/aa21-259a'],"This is an authentication bypass vulnerability that can enable remote code execution. 

Numerous post-exploitation impacts by threat actors are detailed in the referenced CISA report.",,09/10/2024,02/11/2025
66,kev,02/13/2025,Authentication Bypass,CVE-2021-40539,Zoho ManageEngine ADSelfService Plus Authentication Bypass Vulnerability,secondary_impact,T1218,System Binary Proxy Execution,15.1,enterprise,,,,['https://www.cisa.gov/news-events/cybersecurity-advisories/aa21-259a'],"This is an authentication bypass vulnerability that can enable remote code execution. 

Numerous post-exploitation impacts by threat actors are detailed in the referenced CISA report.",,09/10/2024,02/11/2025
67,kev,02/13/2025,Authentication Bypass,CVE-2021-40539,Zoho ManageEngine ADSelfService Plus Authentication Bypass Vulnerability,secondary_impact,T1003,OS Credential Dumping,15.1,enterprise,,,,['https://www.cisa.gov/news-events/cybersecurity-advisories/aa21-259a'],"This is an authentication bypass vulnerability that can enable remote code execution. 

Numerous post-exploitation impacts by threat actors are detailed in the referenced CISA report.",,09/10/2024,02/11/2025
68,kev,02/13/2025,Authentication Bypass,CVE-2021-40539,Zoho ManageEngine ADSelfService Plus Authentication Bypass Vulnerability,secondary_impact,T1140,Deobfuscate/Decode Files or Information,15.1,enterprise,,,,['https://www.cisa.gov/news-events/cybersecurity-advisories/aa21-259a'],"This is an authentication bypass vulnerability that can enable remote code execution. 

Numerous post-exploitation impacts by threat actors are detailed in the referenced CISA report.",,09/10/2024,02/11/2025
69,kev,02/13/2025,Authentication Bypass,CVE-2021-40539,Zoho ManageEngine ADSelfService Plus Authentication Bypass Vulnerability,secondary_impact,T1027,Obfuscated Files or Information,15.1,enterprise,,,,['https://www.cisa.gov/news-events/cybersecurity-advisories/aa21-259a'],"This is an authentication bypass vulnerability that can enable remote code execution. 

Numerous post-exploitation impacts by threat actors are detailed in the referenced CISA report.",,09/10/2024,02/11/2025
70,kev,02/13/2025,Authentication Bypass,CVE-2021-40539,Zoho ManageEngine ADSelfService Plus Authentication Bypass Vulnerability,primary_impact,T1505.003,Web Shell,15.1,enterprise,,,,['https://www.cisa.gov/news-events/cybersecurity-advisories/aa21-259a'],"CVE-2021-40539 is an authentication bypass vulnerability affecting representational state transfer (REST) application programming interface (API) URLs that could enable remote code execution. Successful exploitation of the vulnerability allows an attacker to place webshells, which enable the adversary to conduct post-exploitation activities, such as compromising administrator credentials, conducting lateral movement, and exfiltrating registry hives and Active Directory files.

",,09/10/2024,02/11/2025
71,kev,02/13/2025,Authentication Bypass,CVE-2021-40539,Zoho ManageEngine ADSelfService Plus Authentication Bypass Vulnerability,exploitation_technique,T1190,Exploit Public-Facing Application,15.1,enterprise,,,,['https://www.cisa.gov/news-events/cybersecurity-advisories/aa21-259a'],"This is an authentication bypass vulnerability that can enable remote code execution. 

Numerous post-exploitation impacts by threat actors are detailed in the referenced CISA report.",,09/10/2024,02/11/2025
72,kev,02/13/2025,Code Execution,CVE-2021-44228,Apache Log4j2 Remote Code Execution Vulnerability,secondary_impact,T1486,Data Encrypted for Impact,15.1,enterprise,,,,"['https://www.microsoft.com/en-us/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/#attacks', 'https://www.cisa.gov/sites/default/files/publications/CSRB-Report-on-Log4-July-11-2022_508.pdf', 'https://www.zdnet.com/article/log4j-flaw-attackers-are-making-thousands-of-attempts-to-exploit-this-severe-vulnerability/', 'https://www.cisa.gov/news-events/cybersecurity-advisories/aa22-117a']","CVE-2021-44228, known as Log4Shell, affects Apache’s Log4j library, an open-source logging framework. An actor can exploit this vulnerability by submitting a specially crafted request to a vulnerable system that causes that system to execute arbitrary code. The request allows a cyber actor to take full control over the system. The actor can then steal information, launch ransomware, or conduct other malicious activity.",,09/10/2024,02/11/2025
73,kev,02/13/2025,Code Execution,CVE-2021-44228,Apache Log4j2 Remote Code Execution Vulnerability,secondary_impact,T1496,Resource Hijacking,15.1,enterprise,,,,"['https://www.microsoft.com/en-us/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/#attacks', 'https://www.cisa.gov/sites/default/files/publications/CSRB-Report-on-Log4-July-11-2022_508.pdf', 'https://www.zdnet.com/article/log4j-flaw-attackers-are-making-thousands-of-attempts-to-exploit-this-severe-vulnerability/', 'https://www.cisa.gov/news-events/cybersecurity-advisories/aa22-117a']","CVE-2021-44228, known as Log4Shell, affects Apache’s Log4j library, an open-source logging framework. An actor can exploit this vulnerability by submitting a specially crafted request to a vulnerable system that causes that system to execute arbitrary code. The request allows a cyber actor to take full control over the system. The actor can then steal information, launch ransomware, or conduct other malicious activity.",,09/10/2024,02/11/2025
74,kev,02/13/2025,Code Execution,CVE-2021-44228,Apache Log4j2 Remote Code Execution Vulnerability,secondary_impact,T1608.001,Upload Malware,15.1,enterprise,,,,"['https://www.microsoft.com/en-us/security/blog/2021/12/11/guidance-for-preventing-detecting-and-hunting-for-cve-2021-44228-log4j-2-exploitation/#attacks', 'https://www.cisa.gov/sites/default/files/publications/CSRB-Report-on-Log4-July-11-2022_508.pdf', 'https://www.zdnet.com/article/log4j-flaw-attackers-are-making-thousands-of-attempts-to-exploit-this-severe-vulnerability/', 'https://www.cisa.gov/news-events/cybersecurity-advisories/aa22-117a']","CVE-2021-44228, known as Log4Shell, affects Apache’s Log4j library, an open-source logging framework. An actor can exploit this vulnerability by submitting a specially crafted request to a vulnerable system that causes that system to execute arbitrary code. The request allows a cyber actor to take full control over the system. The actor can then steal information, launch ransomware, or conduct other malicious activity.",,09/10/2024,02/11/2025
